run_index	condition	diag_score	baseline_size	empirical_p	empirical_p_low	empirical_p_two_sided	z_from_p	neglog10_p	perm_p_derangements_high	perm_p_derangements_low	perm_p_derangements_two_sided	z_perm_calibrated_derangements
331	experimental_phase1	5.0	159	0.8125	0.35	0.7	-0.8871465590188761	0.090176630349088	0.812040187959812	0.15814884185115816	0.3162976837023163	-0.8854395226401737
332	experimental_phase1	9.0	159	0.1375	0.9125	0.275	1.091620367434168	0.8616973018337185	0.1323768676231324	0.8992521007478993	0.2647537352462648	1.1152256540869718
333	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
334	experimental_phase1	6.0	159	0.69375	0.6	1.0	-0.5065081069291113	0.15879700386926734	0.6922083077916922	0.5898344101655898	1.0	-0.5021196133670512
335	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
336	experimental_phase1	4.0	159	0.975	0.4625	0.925	-1.959963984540054	0.010995384301463193	0.9747360252639747	0.43437656562343435	0.8687531312468687	-1.955467214126513
337	experimental_phase1	6.0	159	0.4	0.7625	0.8	0.2533471031357997	0.3979400086720376	0.39607460392539606	0.7544612455387545	0.7921492078507921	0.26352078184193295
338	experimental_phase1	7.0	159	0.4625	0.6875	0.925	0.0941374143235364	0.33488826292494855	0.45965654034345965	0.5783194216805784	0.9193130806869193	0.10129903692308471
339	experimental_phase1	4.0	159	0.96875	0.3875	0.775	-1.8627318674216515	0.013788284485633295	0.9686160313839686	0.3525256474743525	0.705051294948705	-1.8608317717870113
340	experimental_phase1	6.0	159	0.70625	0.625	1.0	-0.5424624043125496	0.151041539172505	0.7039072960927039	0.47231352768647233	0.9446270553729447	-0.5356717836864322
341	experimental_phase1	4.0	159	0.9875	0.2375	0.475	-2.241402727604947	0.005462895701502137	0.9875510124489876	0.22049377950622048	0.44098755901244097	-2.2429820025361527
342	experimental_phase1	5.0	159	0.8375	0.39375	0.7875	-0.984234960446325	0.07701518429111714	0.8365731634268365	0.38315861684138314	0.7663172336827663	-0.980471009377341
343	experimental_phase1	5.0	159	0.825	0.25625	0.5125	-0.9345892910734801	0.08354605145007495	0.8241521758478242	0.07541692458307542	0.15083384916615084	-0.9313053248749541
344	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
345	experimental_phase1	5.0	159	0.64375	0.6125	1.0	-0.3685005970971569	0.19128275795075253	0.6413383586616414	0.603919396080604	1.0	-0.36203847006173084
346	experimental_phase1	6.0	159	0.65	0.5625	1.0	-0.38532046640756773	0.1870866433571444	0.6475243524756475	0.5531824468175531	1.0	-0.378645277104744
347	experimental_phase1	6.0	159	0.6625	0.63125	1.0	-0.419295753041396	0.17881411739115455	0.6610663389336611	0.4644055355944644	0.9288110711889288	-0.41537511324897314
348	experimental_phase1	6.0	159	0.71875	0.6	1.0	-0.579132162255556	0.1434221423023131	0.7169822830177169	0.47224952775047224	0.9444990555009445	-0.573900057789121
349	experimental_phase1	6.0	159	0.775	0.54375	1.0	-0.7554150263604693	0.1106982974936897	0.773003226996773	0.40936759063240935	0.8187351812648187	-0.7487738127564154
350	experimental_phase1	6.0	159	0.66875	0.525	1.0	-0.4364641560081162	0.17473620497071518	0.6662463337536663	0.5154734845265154	1.0	-0.4295715549264732
351	experimental_phase1	5.0	159	0.55625	0.6875	1.0	-0.1414683013821586	0.254729976011012	0.5539444460555539	0.673045326954673	1.0	-0.13563339008633604
352	experimental_phase1	5.0	159	0.78125	0.4	0.8	-0.7764217611479277	0.10720996964786836	0.7791482208517791	0.17598482401517598	0.35196964803035197	-0.7693196779191114
353	experimental_phase1	6.0	159	0.69375	0.575	1.0	-0.5065081069291113	0.15879700386926734	0.6918053081946918	0.42125157874842123	0.8425031574968425	-0.5009740535162618
354	experimental_phase1	4.0	159	0.99375	0.1375	0.275	-2.497705474412374	0.0027228583354732883	0.9936970063029937	0.1258178741821258	0.2516357483642516	-2.4947106618648163
355	experimental_phase1	7.0	159	0.5125	0.65	1.0	-0.03133798202142648	0.29030613027220814	0.5092304907695092	0.534976465023535	1.0	-0.023139473934086257
356	experimental_phase1	6.0	159	0.69375	0.60625	1.0	-0.5065081069291113	0.15879700386926734	0.6918883081116919	0.44596355403644594	0.8919271080728919	-0.5012099338782624
357	experimental_phase1	10.0	159	0.0625	0.975	0.125	1.5341205443525463	1.2041199826559248	0.05636194363805636	0.9686110313889686	0.11272388727611272	1.5860679897299008
358	experimental_phase1	6.0	159	0.7875	0.70625	1.0	-0.7977768461252381	0.1037494375383619	0.7856532143467857	0.5665394334605666	1.0	-0.7914292080913001
359	experimental_phase1	9.0	159	0.21875	0.8625	0.4375	0.7764217611479277	0.6600519383056491	0.21357978642021358	0.7615132384867616	0.42715957284042716	0.7940615970929825
360	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
361	experimental_phase1	10.0	159	0.05625	0.975	0.1125	1.5870558322903148	1.2498774732165998	0.05031094968905031	0.9685740314259685	0.10062189937810062	1.6418461150080377
362	experimental_phase1	8.0	159	0.175	0.90625	0.35	0.9345892910734802	0.7569619513137056	0.1696968303031697	0.8992811007188993	0.3393936606063394	0.9553639843921494
363	experimental_phase1	8.0	159	0.325	0.83125	0.65	0.45376219016987945	0.48811663902112556	0.3208246791753208	0.6607163392836607	0.6416493583506416	0.4653939605844335
364	experimental_phase1	10.0	159	0.04375	0.9875	0.0875	1.7087352578229016	1.359021942641668	0.03780996219003781	0.9810970189029811	0.07561992438007561	1.7766859551826835
365	experimental_phase1	4.0	159	0.9875	0.35	0.7	-2.241402727604947	0.005462895701502137	0.9874010125989874	0.3332546667453333	0.6665093334906665	-2.2383540683757164
366	experimental_phase1	4.0	159	0.9625	0.24375	0.4875	-1.7804643416920258	0.016599261819461704	0.9623800376199624	0.2316957683042317	0.4633915366084634	-1.778999007006599
367	experimental_phase1	6.0	159	0.5125	0.79375	1.0	-0.03133798202142648	0.29030613027220814	0.5091804908195092	0.7737302262697737	1.0	-0.023014109269304455
368	experimental_phase1	6.0	159	0.6875	0.61875	1.0	-0.4887764111146695	0.16272729749769974	0.6853553146446854	0.522905477094523	1.0	-0.48272730817386206
369	experimental_phase1	7.0	159	0.14375	0.9375	0.2875	1.0636219383377197	0.842392146638332	0.137984862015138	0.9056690943309057	0.275969724030276	1.0894177124366762
370	experimental_phase1	6.0	159	0.7375	0.65	1.0	-0.6356570136975828	0.13223797534979936	0.7358512641487358	0.5407724592275408	1.0	-0.6306070749897573
371	experimental_phase1	6.0	159	0.66875	0.59375	1.0	-0.4364641560081162	0.17473620497071518	0.6670913329086671	0.44725355274644724	0.8945071054928945	-0.4318955431229185
372	experimental_phase1	6.0	159	0.78125	0.53125	1.0	-0.7764217611479277	0.10720996964786836	0.7794112205887794	0.44656455343544654	0.8931291068708931	-0.7702062470354858
373	experimental_phase1	8.0	159	0.11875	0.95	0.2375	1.1812586209770397	0.9253663817030958	0.11353788646211353	0.7100912899087101	0.22707577292422707	1.2079258823468644
374	experimental_phase1	9.0	159	0.1125	0.94375	0.225	1.213339622488518	0.9488474775526187	0.10713989286010714	0.8675601324398675	0.21427978572021428	1.2418828577619196
375	experimental_phase1	4.0	159	0.9875	0.1875	0.375	-2.241402727604947	0.005462895701502137	0.9873310126689874	0.16952783047216952	0.33905566094433903	-2.2362106692862684
376	experimental_phase1	5.0	159	0.89375	0.275	0.55	-1.2467204983795792	0.04878394519086295	0.8944381055618944	0.16423883576116424	0.3284776715223285	-1.2504812817363602
377	experimental_phase1	4.0	159	0.96875	0.41875	0.8375	-1.8627318674216515	0.013788284485633295	0.969016030983969	0.38364961635038364	0.7672992327007673	-1.8665250834976985
378	experimental_phase1	8.0	159	0.31875	0.825	0.6375	0.4711970852299657	0.4965498065579884	0.31457868542131456	0.7168512831487168	0.6291573708426291	0.4829131972209225
379	experimental_phase1	5.0	159	0.8375	0.375	0.75	-0.984234960446325	0.07701518429111714	0.8362071637928362	0.20735279264720735	0.4147055852944147	-0.9789884783558256
380	experimental_phase1	5.0	159	0.60625	0.6625	1.0	-0.26955841028015765	0.21734824838967998	0.6044783955216044	0.6284183715816284	1.0	-0.26495619299317363
387	experimental_phase1	6.0	159	0.6	0.625	1.0	-0.2533471031357997	0.22184874961635637	0.5971524028475972	0.6166573833426167	1.0	-0.24598325576353258
